hgnc_symbol,uniprot_gn_id,uniprot_gn_symbol,go_id,namespace_1003,name_1006
AP4S1,G3V5J6,AP4S1,GO:0030124,cellular_component,AP-4 adaptor complex
AP4S1,G3V5J6,AP4S1,GO:0031904,cellular_component,endosome lumen
AP4S1,G3V5J6,AP4S1,GO:0032588,cellular_component,trans-Golgi network membrane
AP4S1,G3V5J6,AP4S1,,,
ARHGAP29-AS1,,,,,
ARL16,I3L4Z1,ARL16,,,
ARL16,I3L4Z1,ARL16,GO:0003924,molecular_function,GTPase activity
ARL16,I3L4Z1,ARL16,GO:0005525,molecular_function,GTP binding
ARL16,I3L4Z1,ARL16,GO:0000166,molecular_function,nucleotide binding
ARL16,I3L196,ARL16,,,
ARL16,I3L196,ARL16,GO:0003924,molecular_function,GTPase activity
ARL16,I3L196,ARL16,GO:0005525,molecular_function,GTP binding
ARL16,I3L196,ARL16,GO:0000166,molecular_function,nucleotide binding
ARL16,B4E3H0,ARL16,,,
ARL16,B4E3H0,ARL16,GO:0003924,molecular_function,GTPase activity
ARL16,B4E3H0,ARL16,GO:0005525,molecular_function,GTP binding
ARL16,B4E3H0,ARL16,GO:0000166,molecular_function,nucleotide binding
ARL16,I3L4Z7,ARL16,,,
ARL16,I3L4Z7,ARL16,GO:0003924,molecular_function,GTPase activity
ARL16,I3L4Z7,ARL16,GO:0005525,molecular_function,GTP binding
ARL16,I3L4Z7,ARL16,GO:0000166,molecular_function,nucleotide binding
ARL2,P36404,ARL2,GO:0003924,molecular_function,GTPase activity
ARL2,P36404,ARL2,GO:0005525,molecular_function,GTP binding
ARL2,P36404,ARL2,GO:0005634,cellular_component,nucleus
ARL2,P36404,ARL2,GO:0005737,cellular_component,cytoplasm
ARL2,P36404,ARL2,GO:0005654,cellular_component,nucleoplasm
ARL2,P36404,ARL2,GO:0005829,cellular_component,cytosol
ARL2,P36404,ARL2,GO:0000166,molecular_function,nucleotide binding
ARL2,P36404,ARL2,GO:0007049,biological_process,cell cycle
ARL2,P36404,ARL2,GO:0005794,cellular_component,Golgi apparatus
ARL2,P36404,ARL2,GO:0005739,cellular_component,mitochondrion
ARL2,P36404,ARL2,GO:0005856,cellular_component,cytoskeleton
ARL2,P36404,ARL2,GO:0005925,cellular_component,focal adhesion
ARL2,P36404,ARL2,GO:0005515,molecular_function,protein binding
ARL2,P36404,ARL2,GO:0005730,cellular_component,nucleolus
ARL2,P36404,ARL2,GO:0005813,cellular_component,centrosome
ARL2,P36404,ARL2,GO:0016328,cellular_component,lateral plasma membrane
ARL2,P36404,ARL2,GO:0006457,biological_process,protein folding
ARL2,P36404,ARL2,GO:0005758,cellular_component,mitochondrial intermembrane space
ARL2,P36404,ARL2,GO:0005759,cellular_component,mitochondrial matrix
ARL2,P36404,ARL2,GO:0007098,biological_process,centrosome cycle
ARL2,P36404,ARL2,GO:0015630,cellular_component,microtubule cytoskeleton
ARL2,P36404,ARL2,GO:0006110,biological_process,regulation of glycolytic process
ARL2,P36404,ARL2,GO:0070830,biological_process,bicellular tight junction assembly
ARL2,P36404,ARL2,GO:1903715,biological_process,regulation of aerobic respiration
ARL2,P36404,ARL2,GO:0031113,biological_process,regulation of microtubule polymerization
ARL2,P36404,ARL2,GO:0010811,biological_process,positive regulation of cell-substrate adhesion
ARL2,P36404,ARL2,GO:0031116,biological_process,positive regulation of microtubule polymerization
ARL2,P36404,ARL2,GO:0034260,biological_process,negative regulation of GTPase activity
ARL2,P36404,ARL2,GO:0019003,molecular_function,GDP binding
ARL2,P36404,ARL2,GO:0051457,biological_process,maintenance of protein location in nucleus
ARL2,P36404,ARL2,,,
ARL2-SNX15,V9GYD0,ARL2-SNX15,GO:0000166,molecular_function,nucleotide binding
ARL2-SNX15,V9GYD0,ARL2-SNX15,GO:0003924,molecular_function,GTPase activity
ARL2-SNX15,V9GYD0,ARL2-SNX15,GO:0005525,molecular_function,GTP binding
ARL2-SNX15,V9GYD0,ARL2-SNX15,GO:0005813,cellular_component,centrosome
ARMC9,A0A804HJ95,ARMC9,GO:0005515,molecular_function,protein binding
ARMC9,A0A804HJ95,ARMC9,GO:0060271,biological_process,cilium assembly
ARMC9,A0A804HJ95,ARMC9,GO:0036064,cellular_component,ciliary basal body
ARMC9,A0A804HJ95,ARMC9,GO:0005737,cellular_component,cytoplasm
ARMC9,A0A804HJ95,ARMC9,GO:0042995,cellular_component,cell projection
ARMC9,A0A804HJ95,ARMC9,GO:0005856,cellular_component,cytoskeleton
ARMC9,A0A804HJ95,ARMC9,GO:0030030,biological_process,cell projection organization
ARMC9,A0A804HJ95,ARMC9,GO:0005929,cellular_component,cilium
ARMC9,A0A804HJ95,ARMC9,GO:0005814,cellular_component,centriole
ARMC9,A0A804HJ95,ARMC9,,,
ARMC9,A0A804HJ95,ARMC9,GO:0070062,cellular_component,extracellular exosome
ARMC9,A0A804HJ95,ARMC9,GO:0045880,biological_process,positive regulation of smoothened signaling pathway
ARMC9,A0A804HJ95,ARMC9,GO:0097542,cellular_component,ciliary tip
ARMC9,A0A804HJ52,ARMC9,GO:0005515,molecular_function,protein binding
ARMC9,A0A804HJ52,ARMC9,GO:0060271,biological_process,cilium assembly
ARMC9,A0A804HJ52,ARMC9,GO:0036064,cellular_component,ciliary basal body
ARMC9,A0A804HJ52,ARMC9,GO:0005737,cellular_component,cytoplasm
ARMC9,A0A804HJ52,ARMC9,GO:0042995,cellular_component,cell projection
ARMC9,A0A804HJ52,ARMC9,GO:0005856,cellular_component,cytoskeleton
ARMC9,A0A804HJ52,ARMC9,GO:0030030,biological_process,cell projection organization
ARMC9,A0A804HJ52,ARMC9,GO:0005929,cellular_component,cilium
ARMC9,A0A804HJ52,ARMC9,GO:0005814,cellular_component,centriole
ARMC9,A0A804HJ52,ARMC9,,,
ARMC9,A0A804HJ52,ARMC9,GO:0070062,cellular_component,extracellular exosome
ARMC9,A0A804HJ52,ARMC9,GO:0045880,biological_process,positive regulation of smoothened signaling pathway
ARMC9,A0A804HJ52,ARMC9,GO:0097542,cellular_component,ciliary tip
ARMC9,C9JW07,ARMC9,GO:0005515,molecular_function,protein binding
ARMC9,C9JW07,ARMC9,GO:0060271,biological_process,cilium assembly
ARMC9,C9JW07,ARMC9,GO:0036064,cellular_component,ciliary basal body
ARMC9,C9JW07,ARMC9,GO:0005737,cellular_component,cytoplasm
ARMC9,C9JW07,ARMC9,GO:0042995,cellular_component,cell projection
ARMC9,C9JW07,ARMC9,GO:0005856,cellular_component,cytoskeleton
ARMC9,C9JW07,ARMC9,GO:0030030,biological_process,cell projection organization
ARMC9,C9JW07,ARMC9,GO:0005929,cellular_component,cilium
ARMC9,C9JW07,ARMC9,GO:0005814,cellular_component,centriole
ARMC9,C9JW07,ARMC9,,,
ARMC9,C9JW07,ARMC9,GO:0070062,cellular_component,extracellular exosome
ARMC9,C9JW07,ARMC9,GO:0045880,biological_process,positive regulation of smoothened signaling pathway
ARMC9,C9JW07,ARMC9,GO:0097542,cellular_component,ciliary tip
ARMC9,A0A804HIU9,ARMC9,GO:0005515,molecular_function,protein binding
ARMC9,A0A804HIU9,ARMC9,GO:0060271,biological_process,cilium assembly
ARMC9,A0A804HIU9,ARMC9,GO:0036064,cellular_component,ciliary basal body
ARMC9,A0A804HIU9,ARMC9,GO:0005737,cellular_component,cytoplasm
ARMC9,A0A804HIU9,ARMC9,GO:0042995,cellular_component,cell projection
ARMC9,A0A804HIU9,ARMC9,GO:0005856,cellular_component,cytoskeleton
ARMC9,A0A804HIU9,ARMC9,GO:0030030,biological_process,cell projection organization
ARMC9,A0A804HIU9,ARMC9,GO:0005929,cellular_component,cilium
ARMC9,A0A804HIU9,ARMC9,GO:0005814,cellular_component,centriole
ARMC9,A0A804HIU9,ARMC9,,,
ARMC9,A0A804HIU9,ARMC9,GO:0070062,cellular_component,extracellular exosome
ARMC9,A0A804HIU9,ARMC9,GO:0045880,biological_process,positive regulation of smoothened signaling pathway
ARMC9,A0A804HIU9,ARMC9,GO:0097542,cellular_component,ciliary tip
ARMC9,A0A804HK85,ARMC9,GO:0005515,molecular_function,protein binding
ARMC9,A0A804HK85,ARMC9,GO:0060271,biological_process,cilium assembly
ARMC9,A0A804HK85,ARMC9,GO:0036064,cellular_component,ciliary basal body
ARMC9,A0A804HK85,ARMC9,GO:0005737,cellular_component,cytoplasm
ARMC9,A0A804HK85,ARMC9,GO:0042995,cellular_component,cell projection
ARMC9,A0A804HK85,ARMC9,GO:0005856,cellular_component,cytoskeleton
ARMC9,A0A804HK85,ARMC9,GO:0030030,biological_process,cell projection organization
ARMC9,A0A804HK85,ARMC9,GO:0005929,cellular_component,cilium
ARMC9,A0A804HK85,ARMC9,GO:0005814,cellular_component,centriole
ARMC9,A0A804HK85,ARMC9,,,
ARMC9,A0A804HK85,ARMC9,GO:0070062,cellular_component,extracellular exosome
ARMC9,A0A804HK85,ARMC9,GO:0045880,biological_process,positive regulation of smoothened signaling pathway
ARMC9,A0A804HK85,ARMC9,GO:0097542,cellular_component,ciliary tip
ARMC9,H7BZY2,ARMC9,GO:0005515,molecular_function,protein binding
ARMC9,H7BZY2,ARMC9,GO:0060271,biological_process,cilium assembly
ARMC9,H7BZY2,ARMC9,GO:0036064,cellular_component,ciliary basal body
ARMC9,H7BZY2,ARMC9,GO:0005737,cellular_component,cytoplasm
ARMC9,H7BZY2,ARMC9,GO:0042995,cellular_component,cell projection
ARMC9,H7BZY2,ARMC9,GO:0005856,cellular_component,cytoskeleton
ARMC9,H7BZY2,ARMC9,GO:0030030,biological_process,cell projection organization
ARMC9,H7BZY2,ARMC9,GO:0005929,cellular_component,cilium
ARMC9,H7BZY2,ARMC9,GO:0005814,cellular_component,centriole
ARMC9,H7BZY2,ARMC9,,,
ARMC9,H7BZY2,ARMC9,GO:0070062,cellular_component,extracellular exosome
ARMC9,H7BZY2,ARMC9,GO:0045880,biological_process,positive regulation of smoothened signaling pathway
ARMC9,H7BZY2,ARMC9,GO:0097542,cellular_component,ciliary tip
ARMC9,A0A2Q3DP09,ARMC9,GO:0005515,molecular_function,protein binding
ARMC9,A0A2Q3DP09,ARMC9,GO:0060271,biological_process,cilium assembly
ARMC9,A0A2Q3DP09,ARMC9,GO:0036064,cellular_component,ciliary basal body
ARMC9,A0A2Q3DP09,ARMC9,GO:0005737,cellular_component,cytoplasm
ARMC9,A0A2Q3DP09,ARMC9,GO:0042995,cellular_component,cell projection
ARMC9,A0A2Q3DP09,ARMC9,GO:0005856,cellular_component,cytoskeleton
ARMC9,A0A2Q3DP09,ARMC9,GO:0030030,biological_process,cell projection organization
ARMC9,A0A2Q3DP09,ARMC9,GO:0005929,cellular_component,cilium
ARMC9,A0A2Q3DP09,ARMC9,GO:0005814,cellular_component,centriole
ARMC9,A0A2Q3DP09,ARMC9,,,
ARMC9,A0A2Q3DP09,ARMC9,GO:0070062,cellular_component,extracellular exosome
ARMC9,A0A2Q3DP09,ARMC9,GO:0045880,biological_process,positive regulation of smoothened signaling pathway
ARMC9,A0A2Q3DP09,ARMC9,GO:0097542,cellular_component,ciliary tip
ARMC9,A0A804HIT2,ARMC9,GO:0005515,molecular_function,protein binding
ARMC9,A0A804HIT2,ARMC9,GO:0060271,biological_process,cilium assembly
ARMC9,A0A804HIT2,ARMC9,GO:0036064,cellular_component,ciliary basal body
ARMC9,A0A804HIT2,ARMC9,GO:0005737,cellular_component,cytoplasm
ARMC9,A0A804HIT2,ARMC9,GO:0042995,cellular_component,cell projection
ARMC9,A0A804HIT2,ARMC9,GO:0005856,cellular_component,cytoskeleton
ARMC9,A0A804HIT2,ARMC9,GO:0030030,biological_process,cell projection organization
ARMC9,A0A804HIT2,ARMC9,GO:0005929,cellular_component,cilium
ARMC9,A0A804HIT2,ARMC9,GO:0005814,cellular_component,centriole
ARMC9,A0A804HIT2,ARMC9,,,
ARMC9,A0A804HIT2,ARMC9,GO:0070062,cellular_component,extracellular exosome
ARMC9,A0A804HIT2,ARMC9,GO:0045880,biological_process,positive regulation of smoothened signaling pathway
ARMC9,A0A804HIT2,ARMC9,GO:0097542,cellular_component,ciliary tip
ARMC9,Q7Z3E5,ARMC9,GO:0005515,molecular_function,protein binding
ARMC9,Q7Z3E5,ARMC9,GO:0060271,biological_process,cilium assembly
ARMC9,Q7Z3E5,ARMC9,GO:0036064,cellular_component,ciliary basal body
ARMC9,Q7Z3E5,ARMC9,GO:0005737,cellular_component,cytoplasm
ARMC9,Q7Z3E5,ARMC9,GO:0042995,cellular_component,cell projection
ARMC9,Q7Z3E5,ARMC9,GO:0005856,cellular_component,cytoskeleton
ARMC9,Q7Z3E5,ARMC9,GO:0030030,biological_process,cell projection organization
ARMC9,Q7Z3E5,ARMC9,GO:0005929,cellular_component,cilium
ARMC9,Q7Z3E5,ARMC9,GO:0005814,cellular_component,centriole
ARMC9,Q7Z3E5,ARMC9,,,
ARMC9,Q7Z3E5,ARMC9,GO:0070062,cellular_component,extracellular exosome
ARMC9,Q7Z3E5,ARMC9,GO:0045880,biological_process,positive regulation of smoothened signaling pathway
ARMC9,Q7Z3E5,ARMC9,GO:0097542,cellular_component,ciliary tip
ARMC9,A0A804HLH5,ARMC9,GO:0005515,molecular_function,protein binding
ARMC9,A0A804HLH5,ARMC9,GO:0060271,biological_process,cilium assembly
ARMC9,A0A804HLH5,ARMC9,GO:0036064,cellular_component,ciliary basal body
ARMC9,A0A804HLH5,ARMC9,GO:0005737,cellular_component,cytoplasm
ARMC9,A0A804HLH5,ARMC9,GO:0042995,cellular_component,cell projection
ARMC9,A0A804HLH5,ARMC9,GO:0005856,cellular_component,cytoskeleton
ARMC9,A0A804HLH5,ARMC9,GO:0030030,biological_process,cell projection organization
ARMC9,A0A804HLH5,ARMC9,GO:0005929,cellular_component,cilium
ARMC9,A0A804HLH5,ARMC9,GO:0005814,cellular_component,centriole
ARMC9,A0A804HLH5,ARMC9,,,
ARMC9,A0A804HLH5,ARMC9,GO:0070062,cellular_component,extracellular exosome
ARMC9,A0A804HLH5,ARMC9,GO:0045880,biological_process,positive regulation of smoothened signaling pathway
ARMC9,A0A804HLH5,ARMC9,GO:0097542,cellular_component,ciliary tip
ARMC9,A0A804HHZ1,ARMC9,GO:0005515,molecular_function,protein binding
ARMC9,A0A804HHZ1,ARMC9,GO:0060271,biological_process,cilium assembly
ARMC9,A0A804HHZ1,ARMC9,GO:0036064,cellular_component,ciliary basal body
ARMC9,A0A804HHZ1,ARMC9,GO:0005737,cellular_component,cytoplasm
ARMC9,A0A804HHZ1,ARMC9,GO:0042995,cellular_component,cell projection
ARMC9,A0A804HHZ1,ARMC9,GO:0005856,cellular_component,cytoskeleton
ARMC9,A0A804HHZ1,ARMC9,GO:0030030,biological_process,cell projection organization
ARMC9,A0A804HHZ1,ARMC9,GO:0005929,cellular_component,cilium
ARMC9,A0A804HHZ1,ARMC9,GO:0005814,cellular_component,centriole
ARMC9,A0A804HHZ1,ARMC9,,,
ARMC9,A0A804HHZ1,ARMC9,GO:0070062,cellular_component,extracellular exosome
ARMC9,A0A804HHZ1,ARMC9,GO:0045880,biological_process,positive regulation of smoothened signaling pathway
ARMC9,A0A804HHZ1,ARMC9,GO:0097542,cellular_component,ciliary tip
ARMC9,A0A804HJI1,ARMC9,GO:0005515,molecular_function,protein binding
ARMC9,A0A804HJI1,ARMC9,GO:0060271,biological_process,cilium assembly
ARMC9,A0A804HJI1,ARMC9,GO:0036064,cellular_component,ciliary basal body
ARMC9,A0A804HJI1,ARMC9,GO:0005737,cellular_component,cytoplasm
ARMC9,A0A804HJI1,ARMC9,GO:0042995,cellular_component,cell projection
ARMC9,A0A804HJI1,ARMC9,GO:0005856,cellular_component,cytoskeleton
ARMC9,A0A804HJI1,ARMC9,GO:0030030,biological_process,cell projection organization
ARMC9,A0A804HJI1,ARMC9,GO:0005929,cellular_component,cilium
ARMC9,A0A804HJI1,ARMC9,GO:0005814,cellular_component,centriole
ARMC9,A0A804HJI1,ARMC9,,,
ARMC9,A0A804HJI1,ARMC9,GO:0070062,cellular_component,extracellular exosome
ARMC9,A0A804HJI1,ARMC9,GO:0045880,biological_process,positive regulation of smoothened signaling pathway
ARMC9,A0A804HJI1,ARMC9,GO:0097542,cellular_component,ciliary tip
ARMC9,A0A804HI20,ARMC9,GO:0005515,molecular_function,protein binding
ARMC9,A0A804HI20,ARMC9,GO:0060271,biological_process,cilium assembly
ARMC9,A0A804HI20,ARMC9,GO:0036064,cellular_component,ciliary basal body
ARMC9,A0A804HI20,ARMC9,GO:0005737,cellular_component,cytoplasm
ARMC9,A0A804HI20,ARMC9,GO:0042995,cellular_component,cell projection
ARMC9,A0A804HI20,ARMC9,GO:0005856,cellular_component,cytoskeleton
ARMC9,A0A804HI20,ARMC9,GO:0030030,biological_process,cell projection organization
ARMC9,A0A804HI20,ARMC9,GO:0005929,cellular_component,cilium
ARMC9,A0A804HI20,ARMC9,GO:0005814,cellular_component,centriole
ARMC9,A0A804HI20,ARMC9,,,
ARMC9,A0A804HI20,ARMC9,GO:0070062,cellular_component,extracellular exosome
ARMC9,A0A804HI20,ARMC9,GO:0045880,biological_process,positive regulation of smoothened signaling pathway
ARMC9,A0A804HI20,ARMC9,GO:0097542,cellular_component,ciliary tip
ARMC9,H7BZA2,ARMC9,GO:0005515,molecular_function,protein binding
ARMC9,H7BZA2,ARMC9,GO:0060271,biological_process,cilium assembly
ARMC9,H7BZA2,ARMC9,GO:0036064,cellular_component,ciliary basal body
ARMC9,H7BZA2,ARMC9,GO:0005737,cellular_component,cytoplasm
ARMC9,H7BZA2,ARMC9,GO:0042995,cellular_component,cell projection
ARMC9,H7BZA2,ARMC9,GO:0005856,cellular_component,cytoskeleton
ARMC9,H7BZA2,ARMC9,GO:0030030,biological_process,cell projection organization
ARMC9,H7BZA2,ARMC9,GO:0005929,cellular_component,cilium
ARMC9,H7BZA2,ARMC9,GO:0005814,cellular_component,centriole
ARMC9,H7BZA2,ARMC9,,,
ARMC9,H7BZA2,ARMC9,GO:0070062,cellular_component,extracellular exosome
ARMC9,H7BZA2,ARMC9,GO:0045880,biological_process,positive regulation of smoothened signaling pathway
ARMC9,H7BZA2,ARMC9,GO:0097542,cellular_component,ciliary tip
ARMC9,A0A804HK42,ARMC9,GO:0005515,molecular_function,protein binding
ARMC9,A0A804HK42,ARMC9,GO:0060271,biological_process,cilium assembly
ARMC9,A0A804HK42,ARMC9,GO:0036064,cellular_component,ciliary basal body
ARMC9,A0A804HK42,ARMC9,GO:0005737,cellular_component,cytoplasm
ARMC9,A0A804HK42,ARMC9,GO:0042995,cellular_component,cell projection
ARMC9,A0A804HK42,ARMC9,GO:0005856,cellular_component,cytoskeleton
ARMC9,A0A804HK42,ARMC9,GO:0030030,biological_process,cell projection organization
ARMC9,A0A804HK42,ARMC9,GO:0005929,cellular_component,cilium
ARMC9,A0A804HK42,ARMC9,GO:0005814,cellular_component,centriole
ARMC9,A0A804HK42,ARMC9,,,
ARMC9,A0A804HK42,ARMC9,GO:0070062,cellular_component,extracellular exosome
ARMC9,A0A804HK42,ARMC9,GO:0045880,biological_process,positive regulation of smoothened signaling pathway
ARMC9,A0A804HK42,ARMC9,GO:0097542,cellular_component,ciliary tip
ARMC9,A0A804HIH2,ARMC9,GO:0005515,molecular_function,protein binding
ARMC9,A0A804HIH2,ARMC9,GO:0060271,biological_process,cilium assembly
ARMC9,A0A804HIH2,ARMC9,GO:0036064,cellular_component,ciliary basal body
ARMC9,A0A804HIH2,ARMC9,GO:0005737,cellular_component,cytoplasm
ARMC9,A0A804HIH2,ARMC9,GO:0042995,cellular_component,cell projection
ARMC9,A0A804HIH2,ARMC9,GO:0005856,cellular_component,cytoskeleton
ARMC9,A0A804HIH2,ARMC9,GO:0030030,biological_process,cell projection organization
ARMC9,A0A804HIH2,ARMC9,GO:0005929,cellular_component,cilium
ARMC9,A0A804HIH2,ARMC9,GO:0005814,cellular_component,centriole
ARMC9,A0A804HIH2,ARMC9,,,
ARMC9,A0A804HIH2,ARMC9,GO:0070062,cellular_component,extracellular exosome
ARMC9,A0A804HIH2,ARMC9,GO:0045880,biological_process,positive regulation of smoothened signaling pathway
ARMC9,A0A804HIH2,ARMC9,GO:0097542,cellular_component,ciliary tip
ARMC9,A0A804HL13,ARMC9,GO:0005515,molecular_function,protein binding
ARMC9,A0A804HL13,ARMC9,GO:0060271,biological_process,cilium assembly
ARMC9,A0A804HL13,ARMC9,GO:0036064,cellular_component,ciliary basal body
ARMC9,A0A804HL13,ARMC9,GO:0005737,cellular_component,cytoplasm
ARMC9,A0A804HL13,ARMC9,GO:0042995,cellular_component,cell projection
ARMC9,A0A804HL13,ARMC9,GO:0005856,cellular_component,cytoskeleton
ARMC9,A0A804HL13,ARMC9,GO:0030030,biological_process,cell projection organization
ARMC9,A0A804HL13,ARMC9,GO:0005929,cellular_component,cilium
ARMC9,A0A804HL13,ARMC9,GO:0005814,cellular_component,centriole
ARMC9,A0A804HL13,ARMC9,,,
ARMC9,A0A804HL13,ARMC9,GO:0070062,cellular_component,extracellular exosome
ARMC9,A0A804HL13,ARMC9,GO:0045880,biological_process,positive regulation of smoothened signaling pathway
ARMC9,A0A804HL13,ARMC9,GO:0097542,cellular_component,ciliary tip
ARMH1,F8WDG2,ARMH1,,,
ARMH1,C9JA22,ARMH1,,,
ARMH1,C9JCY2,ARMH1,,,
ARMH1,C9J477,ARMH1,,,
ARMH1,Q6PIY5,ARMH1,,,
ARMH1,C9J579,ARMH1,,,
ARMH1,A0A3B3IRJ1,ARMH1,,,
ARPC5,B1ALC0,ARPC5,GO:0015629,cellular_component,actin cytoskeleton
ARPC5,B1ALC0,ARPC5,GO:0034314,biological_process,Arp2/3 complex-mediated actin nucleation
ARPC5,B1ALC0,ARPC5,GO:0005885,cellular_component,Arp2/3 protein complex
ARPC5,B1ALC0,ARPC5,GO:0030833,biological_process,regulation of actin filament polymerization
ARPC5,B1ALC0,ARPC5,GO:0005634,cellular_component,nucleus
ARPC5,B1ALC0,ARPC5,GO:0005737,cellular_component,cytoplasm
ARPC5,B1ALC0,ARPC5,GO:0042995,cellular_component,cell projection
ARPC5,B1ALC0,ARPC5,GO:0003779,molecular_function,actin binding
ARPC5,B1ALC0,ARPC5,GO:0005856,cellular_component,cytoskeleton
ARPC5,B1ALC0,ARPC5,GO:0005576,cellular_component,extracellular region
ARPC5,B1ALC0,ARPC5,GO:0005515,molecular_function,protein binding
ARPC5,B1ALC0,ARPC5,GO:0005925,cellular_component,focal adhesion
ARPC5,B1ALC0,ARPC5,GO:0005829,cellular_component,cytosol
ARPC5,B1ALC0,ARPC5,GO:0070062,cellular_component,extracellular exosome
ARPC5,B1ALC0,ARPC5,GO:0016477,biological_process,cell migration
ARPC5,B1ALC0,ARPC5,GO:0035861,cellular_component,site of double-strand break
ARPC5,B1ALC0,ARPC5,GO:0034774,cellular_component,secretory granule lumen
ARPC5,B1ALC0,ARPC5,GO:1904813,cellular_component,ficolin-1-rich granule lumen
ARPC5,B1ALC0,ARPC5,GO:0005200,molecular_function,structural constituent of cytoskeleton
ARPC5,B1ALC0,ARPC5,GO:0030036,biological_process,actin cytoskeleton organization
ARPC5,B1ALC0,ARPC5,GO:0051015,molecular_function,actin filament binding
ARPC5,B1ALC0,ARPC5,GO:0030027,cellular_component,lamellipodium
ARPC5,B1ALC0,ARPC5,,,
ARPC5,O15511,ARPC5,GO:0015629,cellular_component,actin cytoskeleton
ARPC5,O15511,ARPC5,GO:0034314,biological_process,Arp2/3 complex-mediated actin nucleation
ARPC5,O15511,ARPC5,GO:0005885,cellular_component,Arp2/3 protein complex
ARPC5,O15511,ARPC5,GO:0030833,biological_process,regulation of actin filament polymerization
ARPC5,O15511,ARPC5,GO:0005634,cellular_component,nucleus
ARPC5,O15511,ARPC5,GO:0005737,cellular_component,cytoplasm
ARPC5,O15511,ARPC5,GO:0042995,cellular_component,cell projection
ARPC5,O15511,ARPC5,GO:0003779,molecular_function,actin binding
ARPC5,O15511,ARPC5,GO:0005856,cellular_component,cytoskeleton
ARPC5,O15511,ARPC5,GO:0005576,cellular_component,extracellular region
ARPC5,O15511,ARPC5,GO:0005515,molecular_function,protein binding
ARPC5,O15511,ARPC5,GO:0005925,cellular_component,focal adhesion
ARPC5,O15511,ARPC5,GO:0005829,cellular_component,cytosol
ARPC5,O15511,ARPC5,GO:0070062,cellular_component,extracellular exosome
ARPC5,O15511,ARPC5,GO:0016477,biological_process,cell migration
ARPC5,O15511,ARPC5,GO:0035861,cellular_component,site of double-strand break
ARPC5,O15511,ARPC5,GO:0034774,cellular_component,secretory granule lumen
ARPC5,O15511,ARPC5,GO:1904813,cellular_component,ficolin-1-rich granule lumen
ARPC5,O15511,ARPC5,GO:0005200,molecular_function,structural constituent of cytoskeleton
ARPC5,O15511,ARPC5,GO:0030036,biological_process,actin cytoskeleton organization
ARPC5,O15511,ARPC5,GO:0051015,molecular_function,actin filament binding
ARPC5,O15511,ARPC5,GO:0030027,cellular_component,lamellipodium
ARPC5,O15511,ARPC5,,,
ARPC5L,A0A024R897,ARPC5L,GO:0015629,cellular_component,actin cytoskeleton
ARPC5L,A0A024R897,ARPC5L,GO:0034314,biological_process,Arp2/3 complex-mediated actin nucleation
ARPC5L,A0A024R897,ARPC5L,GO:0005885,cellular_component,Arp2/3 protein complex
ARPC5L,A0A024R897,ARPC5L,GO:0030833,biological_process,regulation of actin filament polymerization
ARPC5L,A0A024R897,ARPC5L,GO:0005737,cellular_component,cytoplasm
ARPC5L,A0A024R897,ARPC5L,GO:0003779,molecular_function,actin binding
ARPC5L,A0A024R897,ARPC5L,GO:0005856,cellular_component,cytoskeleton
ARPC5L,A0A024R897,ARPC5L,GO:0005515,molecular_function,protein binding
ARPC5L,A0A024R897,ARPC5L,GO:0045202,cellular_component,synapse
ARPC5L,A0A024R897,ARPC5L,GO:0098978,cellular_component,glutamatergic synapse
ARPC5L,A0A024R897,ARPC5L,GO:0005925,cellular_component,focal adhesion
ARPC5L,A0A024R897,ARPC5L,GO:0070062,cellular_component,extracellular exosome
ARPC5L,A0A024R897,ARPC5L,GO:0003674,molecular_function,molecular_function
ARPC5L,A0A024R897,ARPC5L,GO:0008150,biological_process,biological_process
ARPC5L,A0A024R897,ARPC5L,GO:0016477,biological_process,cell migration
ARPC5L,A0A024R897,ARPC5L,GO:0051015,molecular_function,actin filament binding
ARPC5L,A0A024R897,ARPC5L,,,
ARPC5L,Q9BPX5,ARPC5L,GO:0015629,cellular_component,actin cytoskeleton
ARPC5L,Q9BPX5,ARPC5L,GO:0034314,biological_process,Arp2/3 complex-mediated actin nucleation
ARPC5L,Q9BPX5,ARPC5L,GO:0005885,cellular_component,Arp2/3 protein complex
ARPC5L,Q9BPX5,ARPC5L,GO:0030833,biological_process,regulation of actin filament polymerization
ARPC5L,Q9BPX5,ARPC5L,GO:0005737,cellular_component,cytoplasm
ARPC5L,Q9BPX5,ARPC5L,GO:0003779,molecular_function,actin binding
ARPC5L,Q9BPX5,ARPC5L,GO:0005856,cellular_component,cytoskeleton
ARPC5L,Q9BPX5,ARPC5L,GO:0005515,molecular_function,protein binding
ARPC5L,Q9BPX5,ARPC5L,GO:0045202,cellular_component,synapse
ARPC5L,Q9BPX5,ARPC5L,GO:0098978,cellular_component,glutamatergic synapse
ARPC5L,Q9BPX5,ARPC5L,GO:0005925,cellular_component,focal adhesion
ARPC5L,Q9BPX5,ARPC5L,GO:0070062,cellular_component,extracellular exosome
ARPC5L,Q9BPX5,ARPC5L,GO:0003674,molecular_function,molecular_function
ARPC5L,Q9BPX5,ARPC5L,GO:0008150,biological_process,biological_process
ARPC5L,Q9BPX5,ARPC5L,GO:0016477,biological_process,cell migration
ARPC5L,Q9BPX5,ARPC5L,GO:0051015,molecular_function,actin filament binding
